Sample	Region	Bins	Density
SRR1944915	CDS	127	0.46351524966792385
SRR1944915	CDS	128	0.4566634116595923
SRR1944915	CDS	129	0.4634042172432631
SRR1944915	CDS	130	0.4627282945422832
SRR1944915	CDS	131	0.43470381306485256
SRR1944915	CDS	132	0.5126144143432627
SRR1944915	CDS	133	0.4749610977249306
SRR1944915	CDS	134	0.45014068376638866
SRR1944915	CDS	135	0.44305789742807394
SRR1944915	CDS	136	0.4892264629040758
SRR1944915	CDS	137	0.4519617141038945
SRR1944915	CDS	138	0.4964572672116505
SRR1944915	CDS	139	0.4674684721611384
SRR1944915	CDS	140	0.4260378144944477
SRR1944915	CDS	141	0.4902077498565
SRR1944915	CDS	142	0.47138118274134566
SRR1944915	CDS	143	0.4418795711288137
SRR1944915	CDS	144	0.4700151841925256
SRR1944915	CDS	145	0.4634701697722601
SRR1944915	CDS	146	0.5143744763932453
SRR1944915	CDS	147	0.48500969850764325
SRR1944915	CDS	148	0.4262901205692926
SRR1944915	CDS	149	0.45444865460138933
SRR1944915	CDS	150	0.4302134875833005
SRR1944915	CDS	151	0.4546991003853127
SRR1944915	CDS	152	0.46269585651316636
SRR1944915	CDS	153	0.4392063576312915
SRR1944915	CDS	154	0.4306079739739467
SRR1944915	CDS	155	0.4321023587973101
SRR1944915	CDS	156	0.4491774945160495
SRR1944915	CDS	157	0.40743425837104374
SRR1944915	CDS	158	0.40566269840224795
SRR1944915	CDS	159	0.3950375512558919
SRR1944915	CDS	160	0.17171288433097262
SRR1944915	3-UTR	161	0.003359007835548085
SRR1944915	3-UTR	162	0.0036470482460212277
SRR1944915	3-UTR	163	0.003551327499857897
SRR1944915	3-UTR	164	0.0034187235304022727
SRR1944915	3-UTR	165	0.0014639126959107602
SRR1944915	3-UTR	166	0.0
SRR1944915	3-UTR	167	0.0
SRR1944915	3-UTR	168	0.0
SRR1944915	3-UTR	169	0.0
SRR1944915	3-UTR	170	0.0
SRR1944916	5-UTR	1	0.0
SRR1944916	5-UTR	2	0.0
SRR1944916	5-UTR	3	1.9724940501807818e-05
SRR1944916	5-UTR	4	0.00011834964301084691
SRR1944916	5-UTR	5	0.01180439064330689
SRR1944916	5-UTR	6	0.024227158171345454
SRR1944916	5-UTR	7	0.03295445809637033
SRR1944916	5-UTR	8	0.040501220332362
SRR1944916	5-UTR	9	0.07163901140851582
SRR1944916	5-UTR	10	0.31053269706103576
SRR1944916	CDS	11	0.6527731409270883
SRR1944916	CDS	12	0.8064615037269094
SRR1944916	CDS	13	0.9178920414494396
SRR1944916	CDS	14	0.8380889771510585
SRR1944916	CDS	15	0.7993939805662552
SRR1944916	CDS	16	0.8013375922943686
SRR1944916	CDS	17	0.6446203803058597
SRR1944916	CDS	18	0.7159387166756342
SRR1944916	CDS	19	0.7046912825712396
SRR1944916	CDS	20	0.6939570544505158
SRR1944916	CDS	21	0.5966811974314189
SRR1944916	CDS	22	0.7030101695232625
SRR1944916	CDS	23	0.6760478464197587
SRR1944916	CDS	24	0.6424078801536781
SRR1944916	CDS	25	0.6390498350785438
SRR1944916	CDS	26	0.6955320013510307
SRR1944916	CDS	27	0.6587840942343206
SRR1944916	CDS	28	0.6256958690083821
SRR1944916	CDS	29	0.6334042676001435
SRR1944916	CDS	30	0.6292317057499686
SRR1944916	CDS	31	0.5689528357477877
SRR1944916	CDS	32	0.635841611355799
SRR1944916	CDS	33	0.6348796104829137
SRR1944916	CDS	34	0.644129368245303
SRR1944916	CDS	35	0.6208478479313037
SRR1944916	CDS	36	0.6007461200369519
SRR1944916	CDS	37	0.6030353721762269
SRR1944916	CDS	38	0.6041064036234469
SRR1944916	CDS	39	0.6218298315641743
SRR1944916	CDS	40	0.5996079552441259
SRR1944916	CDS	41	0.6162925980931779
SRR1944916	CDS	42	0.6285610725563594
SRR1944916	CDS	43	0.6102192463331749
SRR1944916	CDS	44	0.5996166293194681
SRR1944916	CDS	45	0.5835142923508398
SRR1944916	CDS	46	0.6020413803161109
SRR1944916	CDS	47	0.6395567813708106
SRR1944916	CDS	48	0.5305415208116459
SRR1944916	CDS	49	0.6157037692826868
SRR1944916	CDS	50	0.5681725686855252
SRR1944916	CDS	51	0.5425968455691174
SRR1944916	CDS	52	0.5752680422710862
SRR1944916	CDS	53	0.5874643576604187
SRR1944916	CDS	54	0.6358910139363982
SRR1944916	CDS	55	0.5616607186806439
SRR1944916	CDS	56	0.5832579623819636
SRR1944916	CDS	57	0.5643493508708686
SRR1944916	CDS	58	0.5815719808026742
SRR1944916	CDS	59	0.5768930740982349
SRR1944916	CDS	60	0.6229879151551498
SRR1944916	CDS	61	0.5629065683606417
SRR1944916	CDS	62	0.567827923463703
SRR1944916	CDS	63	0.5530634694716968
SRR1944916	CDS	64	0.5394380029400528
SRR1944916	CDS	65	0.5509904807697611
SRR1944916	CDS	66	0.591575982961303
SRR1944916	CDS	67	0.5789274174804727
SRR1944916	CDS	68	0.4970170080312693
SRR1944916	CDS	69	0.5379606644566753
SRR1944916	CDS	70	0.5752751066648716
SRR1944916	CDS	71	0.5322107449350297
SRR1944916	CDS	72	0.5566244415544976
SRR1944916	CDS	73	0.55275371215636
SRR1944916	CDS	74	0.5701222291863335
SRR1944916	CDS	75	0.5761138468432722
SRR1944916	CDS	76	0.5721136051902201
SRR1944916	CDS	77	0.5578533046682285
SRR1944916	CDS	78	0.5674260357307481
SRR1944916	CDS	79	0.48426741743089563
SRR1944916	CDS	80	0.5416955635898216
SRR1944916	CDS	81	0.5108197885350828
SRR1944916	CDS	82	0.5017274989915498
SRR1944916	CDS	83	0.5099672870594706
SRR1944916	CDS	84	0.5211139420454162
SRR1944916	CDS	85	0.5799755213097556
SRR1944916	CDS	86	0.46314338852133496
SRR1944916	CDS	87	0.5193878245927003
SRR1944916	CDS	88	0.5504559696624025
SRR1944916	CDS	89	0.5061106551911283
SRR1944916	CDS	90	0.5250649953186225
SRR1944916	CDS	91	0.48380580585241106
SRR1944916	CDS	92	0.4709379241966449
SRR1944916	CDS	93	0.4538771562317577
SRR1944916	CDS	94	0.5175331824843672
SRR1944916	CDS	95	0.5110144522608485
SRR1944916	CDS	96	0.4828782183558373
SRR1944916	CDS	97	0.5358637398205496
SRR1944916	CDS	98	0.4894660586923096
SRR1944916	CDS	99	0.506556898166184
SRR1944916	CDS	100	0.5339631878642076
SRR1944916	CDS	101	0.4968429329927071
SRR1944916	CDS	102	0.4670981668827828
SRR1944916	CDS	103	0.4525973143171216
SRR1944916	CDS	104	0.4449955851340427
SRR1944916	CDS	105	0.45897977789568933
SRR1944916	CDS	106	0.45463705087113054
SRR1944916	CDS	107	0.4253413787144037
SRR1944916	CDS	108	0.4563681576462786
SRR1944916	CDS	109	0.4745000412408104
SRR1944916	CDS	110	0.49819342564207547
SRR1944916	CDS	111	0.42300216024633974
SRR1944916	CDS	112	0.503906707520659
SRR1944916	CDS	113	0.47513115623442326
SRR1944916	CDS	114	0.5093010821742873
SRR1944916	CDS	115	0.46483375835027
SRR1944916	CDS	116	0.4357989434034405
SRR1944916	CDS	117	0.47217624004638753
SRR1944916	CDS	118	0.5060301729738551
SRR1944916	CDS	119	0.5014869932589178
SRR1944916	CDS	120	0.4783435721936262
SRR1944916	CDS	121	0.4771969876226321
SRR1944916	CDS	122	0.47323866636186784
SRR1944916	CDS	123	0.44792192807362297
SRR1944916	CDS	124	0.4917957279022838
SRR1944916	CDS	125	0.4767355290757211
SRR1944916	CDS	126	0.4517860421170209
SRR1944916	CDS	127	0.4524193267380857
SRR1944916	CDS	128	0.4493741163822287
SRR1944916	CDS	129	0.4475942974637498
SRR1944916	CDS	130	0.45142828366550397
SRR1944916	CDS	131	0.42194871501653114
SRR1944916	CDS	132	0.4837560143930416
SRR1944916	CDS	133	0.46666794251496907
SRR1944916	CDS	134	0.4310842347629782
SRR1944916	CDS	135	0.4374478962016512
SRR1944916	CDS	136	0.4760665745650674
SRR1944916	CDS	137	0.439758722811325
SRR1944916	CDS	138	0.49411697065812366
SRR1944916	CDS	139	0.4555877359869453
SRR1944916	CDS	140	0.4081408748135857
SRR1944916	CDS	141	0.4822564241828696
SRR1944916	CDS	142	0.4583983782077841
SRR1944916	CDS	143	0.42915267439656607
SRR1944916	CDS	144	0.45385397016500045
SRR1944916	CDS	145	0.45876781037805975
SRR1944916	CDS	146	0.49786473650565466
SRR1944916	CDS	147	0.47388955686477063
SRR1944916	CDS	148	0.43002165696577216
SRR1944916	CDS	149	0.4390905406689948
SRR1944916	CDS	150	0.4224584645036871
SRR1944916	CDS	151	0.44757498353408065
SRR1944916	CDS	152	0.4457736650624403
SRR1944916	CDS	153	0.4343904184366149
SRR1944916	CDS	154	0.42636226182479814
SRR1944916	CDS	155	0.41651998145861757
SRR1944916	CDS	156	0.4263327722243276
SRR1944916	CDS	157	0.3915943541893546
SRR1944916	CDS	158	0.3802196169236326
SRR1944916	CDS	159	0.37655179427357316
SRR1944916	CDS	160	0.15985134391212594
SRR1944916	3-UTR	161	0.0033956485073862158
SRR1944916	3-UTR	162	0.00431384448774537
SRR1944916	3-UTR	163	0.003979506746239728
SRR1944916	3-UTR	164	0.0034686307872429053
SRR1944916	3-UTR	165	0.0010434493525456336
SRR1944916	3-UTR	166	0.0
SRR1944916	3-UTR	167	0.0
SRR1944916	3-UTR	168	0.0
SRR1944916	3-UTR	169	0.0
SRR1944916	3-UTR	170	0.0
SRR1944917	5-UTR	1	0.0
SRR1944917	5-UTR	2	0.0
SRR1944917	5-UTR	3	7.255050760758708e-05
SRR1944917	5-UTR	4	0.0006021692131429727
SRR1944917	5-UTR	5	0.014018571832476014
SRR1944917	5-UTR	6	0.02621068463593102
SRR1944917	5-UTR	7	0.035419157814024015
SRR1944917	5-UTR	8	0.035279498086879406
SRR1944917	5-UTR	9	0.17661876948260016
SRR1944917	5-UTR	10	0.4115989810474336
SRR1944917	CDS	11	0.6356626410129944
SRR1944917	CDS	12	0.8336983259698869
SRR1944917	CDS	13	0.8583759124375091
SRR1944917	CDS	14	0.7588164210229833
SRR1944917	CDS	15	0.7848317335495263
SRR1944917	CDS	16	0.7675252532369962
SRR1944917	CDS	17	0.6526001967958861
SRR1944917	CDS	18	0.6928527188253872
SRR1944917	CDS	19	0.6904718022760431
SRR1944917	CDS	20	0.6158048286424715
SRR1944917	CDS	21	0.5863429290905304
SRR1944917	CDS	22	0.6726872327875936
SRR1944917	CDS	23	0.5896751080049568
SRR1944917	CDS	24	0.6121031513668996
SRR1944917	CDS	25	0.5994601811951614
SRR1944917	CDS	26	0.6380249332954847
SRR1944917	CDS	27	0.6181207330640313
SRR1944917	CDS	28	0.5733554712431459
SRR1944917	CDS	29	0.5691176153004195
SRR1944917	CDS	30	0.5573623691629211
SRR1944917	CDS	31	0.5326175970519469
SRR1944917	CDS	32	0.5987711268481248
SRR1944917	CDS	33	0.6113278211549513
SRR1944917	CDS	34	0.5789683103112242
SRR1944917	CDS	35	0.5519852592872073
SRR1944917	CDS	36	0.5672904878422985
SRR1944917	CDS	37	0.5733184061712318
SRR1944917	CDS	38	0.5723116135307177
SRR1944917	CDS	39	0.5804179374939346
SRR1944917	CDS	40	0.5786471406377385
SRR1944917	CDS	41	0.5803985018281492
SRR1944917	CDS	42	0.6045823185770285
SRR1944917	CDS	43	0.5569454556830405
SRR1944917	CDS	44	0.5712377980531143
SRR1944917	CDS	45	0.5440700139574555
SRR1944917	CDS	46	0.5542413622590513
SRR1944917	CDS	47	0.5872335040090866
SRR1944917	CDS	48	0.49830953251433313
SRR1944917	CDS	49	0.5894374129714937
SRR1944917	CDS	50	0.5254995182443759
SRR1944917	CDS	51	0.5151501410284002
SRR1944917	CDS	52	0.5395200041914747
SRR1944917	CDS	53	0.5287396092210211
SRR1944917	CDS	54	0.6065356214807381
SRR1944917	CDS	55	0.5194510999710149
SRR1944917	CDS	56	0.52238432206188
SRR1944917	CDS	57	0.4783367797551504
SRR1944917	CDS	58	0.5299360019561757
SRR1944917	CDS	59	0.5438809986965254
SRR1944917	CDS	60	0.5743700834485383
SRR1944917	CDS	61	0.5324095624753404
SRR1944917	CDS	62	0.5708459096940545
SRR1944917	CDS	63	0.49832419727264593
SRR1944917	CDS	64	0.5071101650789415
SRR1944917	CDS	65	0.5323520145933437
SRR1944917	CDS	66	0.5847445737639035
SRR1944917	CDS	67	0.5464251861887529
SRR1944917	CDS	68	0.47400835118014095
SRR1944917	CDS	69	0.4909434518500747
SRR1944917	CDS	70	0.5559123396535682
SRR1944917	CDS	71	0.5260273210446835
SRR1944917	CDS	72	0.5009754477107397
SRR1944917	CDS	73	0.47847087216175055
SRR1944917	CDS	74	0.5392227491067061
SRR1944917	CDS	75	0.5486316579081675
SRR1944917	CDS	76	0.5535269557850672
SRR1944917	CDS	77	0.529453991245994
SRR1944917	CDS	78	0.5239516115992316
SRR1944917	CDS	79	0.4515213868650995
SRR1944917	CDS	80	0.5511523888264664
SRR1944917	CDS	81	0.5057595956768536
SRR1944917	CDS	82	0.4905079588382869
SRR1944917	CDS	83	0.4808550516845039
SRR1944917	CDS	84	0.5168273983506507
SRR1944917	CDS	85	0.5519317228393178
SRR1944917	CDS	86	0.43625669297053293
SRR1944917	CDS	87	0.5091954875174411
SRR1944917	CDS	88	0.5190487836738555
SRR1944917	CDS	89	0.4750351980269933
SRR1944917	CDS	90	0.4897308221732009
SRR1944917	CDS	91	0.46901643216918526
SRR1944917	CDS	92	0.43862939992908734
SRR1944917	CDS	93	0.4619041978976772
SRR1944917	CDS	94	0.5006053641285925
SRR1944917	CDS	95	0.4960394466555934
SRR1944917	CDS	96	0.4821293826137448
SRR1944917	CDS	97	0.5126110789141372
SRR1944917	CDS	98	0.4771231134723974
SRR1944917	CDS	99	0.4863860963525686
SRR1944917	CDS	100	0.48180011741248224
SRR1944917	CDS	101	0.47969646462643495
SRR1944917	CDS	102	0.45206420020093313
SRR1944917	CDS	103	0.442706736710777
SRR1944917	CDS	104	0.44032243655739534
SRR1944917	CDS	105	0.46243053057323696
SRR1944917	CDS	106	0.43699945209343977
SRR1944917	CDS	107	0.44867403897811314
SRR1944917	CDS	108	0.4369064368369009
SRR1944917	CDS	109	0.5029333589311268
SRR1944917	CDS	110	0.46616235722171695
SRR1944917	CDS	111	0.4196672646350892
SRR1944917	CDS	112	0.49904625589494145
SRR1944917	CDS	113	0.4728288744823711
SRR1944917	CDS	114	0.4882003451150831
SRR1944917	CDS	115	0.4790081063444999
SRR1944917	CDS	116	0.45008391777719325
SRR1944917	CDS	117	0.4783109566203398
SRR1944917	CDS	118	0.4965828583045422
SRR1944917	CDS	119	0.44427628028268806
SRR1944917	CDS	120	0.4629982742522609
SRR1944917	CDS	121	0.4240618223991394
SRR1944917	CDS	122	0.47417360923600904
SRR1944917	CDS	123	0.4656825371083062
SRR1944917	CDS	124	0.48335790362116127
SRR1944917	CDS	125	0.46292058168939415
SRR1944917	CDS	126	0.44867396231582585
SRR1944917	CDS	127	0.44066735821570774
SRR1944917	CDS	128	0.4014486537806678
SRR1944917	CDS	129	0.4436175813130624
SRR1944917	CDS	130	0.4213036366947756
SRR1944917	CDS	131	0.41513320820469557
SRR1944917	CDS	132	0.45874903310175036
SRR1944917	CDS	133	0.4538117103947439
SRR1944917	CDS	134	0.42657147596698763
SRR1944917	CDS	135	0.4387349982950489
SRR1944917	CDS	136	0.45328871758739014
SRR1944917	CDS	137	0.4230482068930142
SRR1944917	CDS	138	0.46691484486872675
SRR1944917	CDS	139	0.44786311185490446
SRR1944917	CDS	140	0.41552116825906865
SRR1944917	CDS	141	0.4780235065693294
SRR1944917	CDS	142	0.4693829255265076
SRR1944917	CDS	143	0.4230349014165549
SRR1944917	CDS	144	0.43753823461534025
SRR1944917	CDS	145	0.46435246311838846
SRR1944917	CDS	146	0.5066499992118786
SRR1944917	CDS	147	0.4607696415888011
SRR1944917	CDS	148	0.4554668227008348
SRR1944917	CDS	149	0.4366555766754339
SRR1944917	CDS	150	0.42365540261836815
SRR1944917	CDS	151	0.448684010701037
SRR1944917	CDS	152	0.44116505094175956
SRR1944917	CDS	153	0.45008090475019835
SRR1944917	CDS	154	0.4124842129391248
SRR1944917	CDS	155	0.41422727532658543
SRR1944917	CDS	156	0.44225768315168684
SRR1944917	CDS	157	0.39209502927231
SRR1944917	CDS	158	0.3741489317130866
SRR1944917	CDS	159	0.3220792085664534
SRR1944917	CDS	160	0.12233411244672329
SRR1944917	3-UTR	161	0.0016033662181276743
SRR1944917	3-UTR	162	0.002325243768823166
SRR1944917	3-UTR	163	0.002085827093718129
SRR1944917	3-UTR	164	0.0021819565162981814
SRR1944917	3-UTR	165	0.0002956433185009174
SRR1944917	3-UTR	166	0.0
SRR1944917	3-UTR	167	0.0
SRR1944917	3-UTR	168	0.0
SRR1944917	3-UTR	169	0.0
SRR1944917	3-UTR	170	0.0
