Sample	Model	Length	Frame0	Rpfs0	Frame1	Rpfs1	Frame2	Rpfs2	P_site	Rpfs	Periodicity	Ribo
R_GR_in_20d_2	Frame	33	14	524671	15	213460	13	438496	15	1176627	44.59	first
R_GR_in_20d_2	Frame	34	14	57490	15	36826	13	24492	15	118808	48.39	first
R_GR_in_20d_3	Frame	27	11	466098	12	445090	10	315358	12	1226546	38.0	first
R_GR_in_20d_3	Frame	28	12	808689	10	692731	11	670457	13	2171877	37.23	first
R_GR_in_20d_3	Frame	29	11	1958986	12	1077694	13	1458102	12	4494782	43.58	first
R_GR_in_20d_3	Frame	30	11	4048156	12	2860446	13	1285116	12	8193718	49.41	first
R_GR_in_20d_3	Frame	31	12	4677069	13	2068486	14	1603365	13	8348920	56.02	first
R_GR_in_20d_3	Frame	32	13	2167987	14	720713	12	1226996	14	4115696	52.68	first
R_GR_in_20d_3	Frame	33	14	377123	15	136444	13	268646	15	782213	48.21	first
R_GR_in_20d_3	Frame	34	14	43431	15	34508	13	19873	15	97812	44.4	first
R_GR_un_20d_1	Frame	27	12	1038124	10	793481	11	803884	13	2635489	39.39	first
R_GR_un_20d_1	Frame	28	11	2049945	12	1157511	10	1360117	12	4567573	44.88	first
R_GR_un_20d_1	Frame	29	11	3246101	12	2585660	13	1073943	12	6905704	47.01	first
R_GR_un_20d_1	Frame	30	12	3761999	13	1541409	11	1510054	13	6813462	55.21	first
R_GR_un_20d_1	Frame	31	13	1856135	14	523506	12	1248955	14	3628596	51.15	first
R_GR_un_20d_1	Frame	32	13	350958	14	332421	12	82788	14	766167	45.81	first
R_GR_un_20d_1	Frame	33	14	35816	15	16312	13	9092	15	61220	58.5	first
R_GR_un_20d_1	Frame	34	15	1235	13	583	14	1123	16	2941	41.99	first
R_GR_un_20d_2	Frame	27	12	1107101	10	614429	11	870121	13	2591651	42.72	first
R_GR_un_20d_2	Frame	28	11	1717314	12	1447994	10	1567572	12	4732880	36.28	first
R_GR_un_20d_2	Frame	29	11	4302369	12	2069702	13	1790053	12	8162124	52.71	first
R_GR_un_20d_2	Frame	30	12	5133929	13	1602379	11	4043505	13	10779813	47.63	first
R_GR_un_20d_2	Frame	31	12	3603399	13	2967918	14	951325	13	7522642	47.9	first
R_GR_un_20d_2	Frame	32	13	1102918	14	592666	12	330114	14	2025698	54.45	first
R_GR_un_20d_2	Frame	33	14	128653	15	29106	13	47144	15	204903	62.79	first
R_GR_un_20d_2	Frame	34	15	9868	13	2915	14	4077	16	16860	58.53	first
R_GR_un_20d_3	Frame	27	12	1510864	10	769558	11	1109305	13	3389727	44.57	first
R_GR_un_20d_3	Frame	28	10	1368870	11	1243809	12	1233802	11	3846481	35.59	first
R_GR_un_20d_3	Frame	29	11	2597331	12	1345644	13	1192418	12	5135393	50.58	first
R_GR_un_20d_3	Frame	30	12	2672248	13	728365	11	2114057	13	5514670	48.46	first
R_GR_un_20d_3	Frame	31	12	1513421	13	1191820	14	473207	13	3178448	47.62	first
R_GR_un_20d_3	Frame	32	13	429480	14	270282	12	174849	14	874611	49.11	first
R_GR_un_20d_3	Frame	33	14	49706	15	12692	13	18256	15	80654	61.63	first
R_GR_un_20d_3	Frame	34	14	3936	15	1782	13	2709	15	8427	46.71	first
R_GR_in_25d_1	Frame	27	12	695851	10	565533	11	620920	13	1882304	36.97	first
R_GR_in_25d_1	Frame	28	11	1620040	12	912202	10	1178427	12	3710669	43.66	first
R_GR_in_25d_1	Frame	29	11	3115818	12	2098435	13	1097634	12	6311887	49.36	first
R_GR_in_25d_1	Frame	30	12	3364366	13	1256511	11	1797140	13	6418017	52.42	first
R_GR_in_25d_1	Frame	31	12	1408317	13	1407294	14	391874	13	3207485	43.91	first
R_GR_in_25d_1	Frame	32	13	351344	14	195465	12	100562	14	647371	54.27	first
R_GR_in_25d_1	Frame	33	14	50026	15	13891	13	16746	15	80663	62.02	first
R_GR_in_25d_1	Frame	34	14	3528	15	2940	13	1403	15	7871	44.82	first
R_GR_in_25d_2	Frame	27	12	743693	10	587720	11	636007	13	1967420	37.8	first
R_GR_in_25d_2	Frame	28	11	1566937	12	972458	10	1245542	12	3784937	41.4	first
R_GR_in_25d_2	Frame	29	11	3202911	12	2111678	13	1245821	12	6560410	48.82	first
R_GR_in_25d_2	Frame	30	12	3708546	13	1392693	11	2106368	13	7207607	51.45	first
R_GR_in_25d_2	Frame	31	12	1802996	13	1714503	14	511016	13	4028515	44.76	first
R_GR_in_25d_2	Frame	32	13	538522	14	300557	12	160382	14	999461	53.88	first
R_GR_in_25d_2	Frame	33	14	85435	15	25008	13	33659	15	144102	59.29	first
R_GR_in_25d_2	Frame	34	14	6152	15	5271	13	2618	15	14041	43.81	first
R_GR_in_25d_3	Frame	27	12	816711	10	596578	11	687024	13	2100313	38.89	first
R_GR_in_25d_3	Frame	28	11	1507378	12	938442	10	1264260	12	3710080	40.63	first
R_GR_in_25d_3	Frame	29	11	3076401	12	1900866	13	1147204	12	6124471	50.23	first
R_GR_in_25d_3	Frame	30	12	3253495	13	1192318	11	1810958	13	6256771	52.0	first
R_GR_in_25d_3	Frame	31	12	1355103	13	1268790	14	385019	13	3008912	45.04	first
R_GR_in_25d_3	Frame	32	13	314310	14	195743	12	90878	14	600931	52.3	first
R_GR_in_25d_3	Frame	33	14	53978	15	14985	13	16122	15	85085	63.44	first
R_GR_in_25d_3	Frame	34	14	3291	15	3120	13	2030	15	8441	38.99	first
R_GR_un_25d_1	Frame	27	12	542673	10	528716	11	542259	13	1613648	33.63	first
R_GR_un_25d_1	Frame	28	11	1745087	12	828740	10	841059	12	3414886	51.1	first
R_GR_un_25d_1	Frame	29	11	2368613	12	2339130	13	730599	12	5438342	43.55	first
R_GR_un_25d_1	Frame	30	12	2830282	13	1338740	11	1048552	13	5217574	54.25	first
R_GR_un_25d_1	Frame	31	13	1261202	14	392898	12	819656	14	2473756	50.98	first
R_GR_un_25d_1	Frame	32	14	209998	12	51033	13	194541	15	455572	46.1	first
R_GR_un_25d_1	Frame	33	14	29444	15	11401	13	7578	15	48423	60.81	first
R_GR_un_25d_1	Frame	34	14	2517	15	2146	13	1258	15	5921	42.51	first
R_GR_un_25d_2	Frame	27	11	653188	12	631022	10	647774	12	1931984	33.81	first
R_GR_un_25d_2	Frame	28	11	1941798	12	955862	10	879463	12	3777123	51.41	first
R_GR_un_25d_2	Frame	29	12	2579975	13	761534	11	2244201	13	5585710	46.19	first
R_GR_un_25d_2	Frame	30	12	2631928	13	1413546	11	869074	13	4914548	53.55	first
R_GR_un_25d_2	Frame	31	13	1131744	14	372444	12	651516	14	2155704	52.5	first
R_GR_un_25d_2	Frame	32	14	168177	12	40359	13	148861	15	357397	47.06	first
R_GR_un_25d_2	Frame	33	14	22060	15	9044	13	6141	15	37245	59.23	first
R_GR_un_25d_2	Frame	34	14	1914	15	1578	13	1135	15	4627	41.37	first
R_GR_un_25d_3	Frame	27	12	530818	10	463046	11	489617	13	1483481	35.78	first
R_GR_un_25d_3	Frame	28	11	1463797	12	746383	10	822791	12	3032971	48.26	first
R_GR_un_25d_3	Frame	29	11	2241638	12	1967189	13	693393	12	4902220	45.73	first
R_GR_un_25d_3	Frame	30	12	2555042	13	1106154	11	990608	13	4651804	54.93	first
R_GR_un_25d_3	Frame	31	13	1074909	14	319026	12	745265	14	2139200	50.25	first
R_GR_un_25d_3	Frame	32	14	162159	12	41703	13	158977	15	362839	44.69	first
R_GR_un_25d_3	Frame	33	14	24475	15	8996	13	6652	15	40123	61.0	first
R_GR_un_25d_3	Frame	34	14	1876	15	1564	13	923	15	4363	43.0	first
