Sample	Length	Plus_Count	Minus_Count	Plus_Ratio	Minus_Ratio
m_GR_un_02d_3	46	1986	2093	0.0214	0.0225
m_GR_un_02d_3	47	2234	2158	0.024	0.0232
m_GR_un_02d_3	48	2355	2370	0.0253	0.0255
m_GR_un_02d_3	49	2513	2478	0.027	0.0266
m_GR_un_02d_3	50	2354	2445	0.0253	0.0263
m_GR_un_02d_3	51	2434	2582	0.0262	0.0278
m_GR_un_02d_3	52	2599	2783	0.0279	0.0299
m_GR_un_02d_3	53	2779	2833	0.0299	0.0305
m_GR_un_02d_3	54	2726	2836	0.0293	0.0305
m_GR_un_02d_3	55	2545	2717	0.0274	0.0292
m_GR_un_02d_3	56	2635	2860	0.0283	0.0308
m_GR_un_02d_3	57	2744	2862	0.0295	0.0308
m_GR_un_02d_3	58	2792	2885	0.03	0.031
m_GR_un_02d_3	59	3142	3123	0.0338	0.0336
m_GR_un_02d_3	60	2834	2939	0.0305	0.0316
m_GR_un_02d_3	61	3312	3323	0.0356	0.0357
m_GR_un_02d_3	62	3205	3343	0.0345	0.0359
m_GR_un_02d_3	63	3399	3450	0.0365	0.0371
m_GR_un_02d_3	64	3544	3617	0.0381	0.0389
m_GR_un_02d_3	65	3797	3847	0.0408	0.0414
m_GR_un_02d_3	66	3550	3688	0.0382	0.0397
m_GR_un_02d_3	67	3869	3941	0.0416	0.0424
m_GR_un_02d_3	68	3784	3913	0.0407	0.0421
m_GR_un_02d_3	69	3880	4051	0.0417	0.0436
m_GR_un_02d_3	70	3724	3918	0.04	0.0421
m_GR_un_02d_3	71	4118	4125	0.0443	0.0444
m_GR_un_02d_3	72	4150	4174	0.0446	0.0449
m_GR_un_02d_3	73	4270	4330	0.0459	0.0466
m_GR_un_02d_3	74	4593	4626	0.0494	0.0497
m_GR_un_02d_3	75	4618	4703	0.0497	0.0506
m_GR_un_02d_3	76	4578	4719	0.0492	0.0507
m_GR_un_02d_3	77	4647	4752	0.05	0.0511
m_GR_un_02d_3	78	4862	5112	0.0523	0.055
m_GR_un_02d_3	79	4783	4975	0.0514	0.0535
m_GR_un_02d_3	80	4954	5202	0.0533	0.0559
m_GR_un_02d_3	81	5120	5190	0.0551	0.0558
m_GR_un_02d_3	82	5190	5615	0.0558	0.0604
m_GR_un_02d_3	83	5497	5630	0.0591	0.0605
m_GR_un_02d_3	84	5806	5875	0.0624	0.0632
m_GR_un_02d_3	85	5667	5779	0.0609	0.0621
m_GR_un_02d_3	86	5999	6489	0.0645	0.0698
m_GR_un_02d_3	87	6195	6274	0.0666	0.0675
m_GR_un_02d_3	88	6626	6929	0.0712	0.0745
m_GR_un_02d_3	89	6501	6771	0.0699	0.0728
m_GR_un_02d_3	90	6631	6965	0.0713	0.0749
m_GR_un_02d_3	91	6902	6900	0.0742	0.0742
m_GR_un_02d_3	92	6925	7092	0.0745	0.0763
m_GR_un_02d_3	93	7336	7417	0.0789	0.0797
m_GR_un_02d_3	94	7661	7768	0.0824	0.0835
m_GR_un_02d_3	95	7775	7976	0.0836	0.0858
m_GR_un_02d_3	96	8291	8479	0.0891	0.0912
m_GR_un_02d_3	97	8508	8947	0.0915	0.0962
m_GR_un_02d_3	98	8044	8397	0.0865	0.0903
m_GR_un_02d_3	99	8493	9048	0.0913	0.0973
m_GR_un_02d_3	100	8734	9014	0.0939	0.0969
m_GR_un_02d_3	101	9195	9464	0.0989	0.1018
m_GR_un_02d_3	102	9364	9420	0.1007	0.1013
m_GR_un_02d_3	103	9667	9895	0.1039	0.1064
m_GR_un_02d_3	104	9874	10006	0.1062	0.1076
m_GR_un_02d_3	105	10332	10540	0.1111	0.1133
m_GR_un_02d_3	106	10460	10715	0.1125	0.1152
m_GR_un_02d_3	107	10543	10933	0.1134	0.1176
m_GR_un_02d_3	108	10921	11237	0.1174	0.1208
m_GR_un_02d_3	109	11155	11564	0.1199	0.1243
m_GR_un_02d_3	110	11279	11728	0.1213	0.1261
m_GR_un_02d_3	111	11998	12371	0.129	0.133
m_GR_un_02d_3	112	11934	12128	0.1283	0.1304
m_GR_un_02d_3	113	11976	12604	0.1288	0.1355
m_GR_un_02d_3	114	13211	13283	0.142	0.1428
m_GR_un_02d_3	115	13549	13788	0.1457	0.1482
m_GR_un_02d_3	116	13470	13814	0.1448	0.1485
m_GR_un_02d_3	117	14085	14494	0.1514	0.1558
m_GR_un_02d_3	118	13846	14032	0.1489	0.1509
m_GR_un_02d_3	119	14310	14628	0.1539	0.1573
m_GR_un_02d_3	120	14680	14869	0.1578	0.1599
m_GR_un_02d_3	121	15183	14242	0.1632	0.1531
m_GR_un_02d_3	122	15299	14153	0.1645	0.1522
m_GR_un_02d_3	123	16502	15410	0.1774	0.1657
m_GR_un_02d_3	124	16325	15298	0.1755	0.1645
m_GR_un_02d_3	125	16855	15458	0.1812	0.1662
m_GR_un_02d_3	126	17375	16197	0.1868	0.1741
m_GR_un_02d_3	127	17460	16177	0.1877	0.1739
m_GR_un_02d_3	128	18433	18596	0.1982	0.1999
m_GR_un_02d_3	129	18882	18808	0.203	0.2022
m_GR_un_02d_3	130	19562	19431	0.2103	0.2089
m_GR_un_02d_3	131	20143	19282	0.2166	0.2073
m_GR_un_02d_3	132	19942	18927	0.2144	0.2035
m_GR_un_02d_3	133	20255	19047	0.2178	0.2048
m_GR_un_02d_3	134	21460	20241	0.2307	0.2176
m_GR_un_02d_3	135	21407	20020	0.2302	0.2153
m_GR_un_02d_3	136	21757	20567	0.2339	0.2211
m_GR_un_02d_3	137	20868	20911	0.2244	0.2248
m_GR_un_02d_3	138	23673	23701	0.2545	0.2548
m_GR_un_02d_3	139	24708	24475	0.2657	0.2632
m_GR_un_02d_3	140	26132	25969	0.281	0.2792
m_GR_un_02d_3	141	25160	26060	0.2705	0.2802
m_GR_un_02d_3	142	25042	24953	0.2693	0.2683
m_GR_un_02d_3	143	26731	27193	0.2874	0.2924
m_GR_un_02d_3	144	33082	34374	0.3557	0.3696
m_GR_un_02d_3	150	8278012	8275630	89.0049	88.9793
m_GR_in_04d_1	20	195	308	0.002	0.0032
m_GR_in_04d_1	21	358	394	0.0037	0.0041
m_GR_in_04d_1	22	436	662	0.0046	0.0069
m_GR_in_04d_1	23	705	978	0.0074	0.0102
m_GR_in_04d_1	24	876	1199	0.0092	0.0125
m_GR_in_04d_1	25	917	1536	0.0096	0.016
m_GR_in_04d_1	26	1279	1919	0.0134	0.02
m_GR_in_04d_1	27	1566	2195	0.0164	0.0229
m_GR_in_04d_1	28	1770	2715	0.0185	0.0284
m_GR_in_04d_1	29	2225	3145	0.0232	0.0329
m_GR_in_04d_1	30	2683	3633	0.028	0.038
m_GR_in_04d_1	31	3453	3946	0.0361	0.0412
m_GR_in_04d_1	32	3537	4554	0.037	0.0476
m_GR_in_04d_1	33	3817	4539	0.0399	0.0474
m_GR_in_04d_1	34	3981	5008	0.0416	0.0523
m_GR_in_04d_1	35	4393	5103	0.0459	0.0533
m_GR_in_04d_1	36	4445	5597	0.0464	0.0585
m_GR_in_04d_1	37	4701	6416	0.0491	0.067
m_GR_in_04d_1	38	5195	6558	0.0543	0.0685
m_GR_in_04d_1	39	5319	6233	0.0556	0.0651
m_GR_in_04d_1	40	5801	6666	0.0606	0.0696
m_GR_in_04d_1	41	6292	7001	0.0657	0.0731
m_GR_in_04d_1	42	6351	7102	0.0664	0.0742
m_GR_in_04d_1	43	6775	7420	0.0708	0.0775
m_GR_in_04d_1	44	6651	7300	0.0695	0.0763
m_GR_in_04d_1	45	7057	7690	0.0737	0.0803
m_GR_in_04d_1	46	6892	8093	0.072	0.0846
m_GR_in_04d_1	47	7515	8568	0.0785	0.0895
m_GR_in_04d_1	48	7528	8580	0.0787	0.0896
m_GR_in_04d_1	49	7573	9083	0.0791	0.0949
m_GR_in_04d_1	50	8136	9220	0.085	0.0963
m_GR_in_04d_1	51	8286	9038	0.0866	0.0944
m_GR_in_04d_1	52	8369	9504	0.0874	0.0993
m_GR_in_04d_1	53	8603	9609	0.0899	0.1004
m_GR_in_04d_1	54	8744	10229	0.0914	0.1069
m_GR_in_04d_1	55	9058	10728	0.0946	0.1121
m_GR_in_04d_1	56	9292	10812	0.0971	0.113
m_GR_in_04d_1	57	9297	10692	0.0971	0.1117
m_GR_in_04d_1	58	9508	11044	0.0993	0.1154
m_GR_in_04d_1	59	9587	11255	0.1002	0.1176
m_GR_in_04d_1	60	10040	11988	0.1049	0.1252
m_GR_in_04d_1	61	10590	12171	0.1106	0.1272
m_GR_in_04d_1	62	11118	12089	0.1162	0.1263
m_GR_in_04d_1	63	11121	12613	0.1162	0.1318
m_GR_in_04d_1	64	11498	13415	0.1201	0.1402
m_GR_in_04d_1	65	12026	13196	0.1256	0.1379
m_GR_in_04d_1	66	12158	13926	0.127	0.1455
m_GR_in_04d_1	67	12242	14438	0.1279	0.1508
m_GR_in_04d_1	68	12752	14919	0.1332	0.1559
m_GR_in_04d_1	69	12586	15347	0.1315	0.1603
m_GR_in_04d_1	70	13701	15542	0.1431	0.1624
m_GR_in_04d_1	71	13751	15986	0.1437	0.167
m_GR_in_04d_1	72	13824	17006	0.1444	0.1777
m_GR_in_04d_1	73	14181	16741	0.1482	0.1749
m_GR_in_04d_1	74	14891	16989	0.1556	0.1775
m_GR_in_04d_1	75	15778	17268	0.1648	0.1804
m_GR_in_04d_1	76	16159	17721	0.1688	0.1851
m_GR_in_04d_1	77	16215	18080	0.1694	0.1889
m_GR_in_04d_1	78	16501	18772	0.1724	0.1961
m_GR_in_04d_1	79	16985	19547	0.1775	0.2042
m_GR_in_04d_1	80	17266	19626	0.1804	0.2051
m_GR_in_04d_1	81	17768	20994	0.1856	0.2193
m_GR_in_04d_1	82	18018	21207	0.1883	0.2216
m_GR_in_04d_1	83	18621	21153	0.1946	0.221
m_GR_in_04d_1	84	19015	21752	0.1987	0.2273
m_GR_in_04d_1	85	19705	22347	0.2059	0.2335
m_GR_in_04d_1	86	19942	23791	0.2084	0.2486
m_GR_in_04d_1	87	20856	23742	0.2179	0.2481
m_GR_in_04d_1	88	21791	24161	0.2277	0.2524
m_GR_in_04d_1	89	21538	24800	0.225	0.2591
m_GR_in_04d_1	90	21683	25377	0.2265	0.2651
m_GR_in_04d_1	91	22797	25847	0.2382	0.27
m_GR_in_04d_1	92	23364	26499	0.2441	0.2769
m_GR_in_04d_1	93	24236	27546	0.2532	0.2878
m_GR_in_04d_1	94	24893	28256	0.2601	0.2952
m_GR_in_04d_1	95	25643	28579	0.2679	0.2986
m_GR_in_04d_1	96	25331	29355	0.2647	0.3067
m_GR_in_04d_1	97	26956	30805	0.2816	0.3218
m_GR_in_04d_1	98	27440	31720	0.2867	0.3314
m_GR_in_04d_1	99	27832	32847	0.2908	0.3432
m_GR_in_04d_1	100	28725	33225	0.3001	0.3471
m_GR_in_04d_1	101	29458	34458	0.3078	0.36
m_GR_in_04d_1	102	30147	34112	0.315	0.3564
m_GR_in_04d_1	103	30881	35510	0.3226	0.371
m_GR_in_04d_1	104	31881	36607	0.3331	0.3825
m_GR_in_04d_1	105	33859	37095	0.3538	0.3876
m_GR_in_04d_1	106	33774	38469	0.3529	0.4019
m_GR_in_04d_1	107	34304	39236	0.3584	0.4099
m_GR_in_04d_1	108	35610	39234	0.3721	0.4099
m_GR_in_04d_1	109	35803	40509	0.3741	0.4232
m_GR_in_04d_1	110	36677	39279	0.3832	0.4104
m_GR_in_04d_1	111	37850	36794	0.3955	0.3844
m_GR_in_04d_1	112	38272	33206	0.3999	0.3469
m_GR_in_04d_1	113	38721	28783	0.4046	0.3007
m_GR_in_04d_1	114	39251	26905	0.4101	0.2811
m_GR_in_04d_1	115	40075	26720	0.4187	0.2792
m_GR_in_04d_1	116	41515	27695	0.4337	0.2894
m_GR_in_04d_1	117	42823	27588	0.4474	0.2882
m_GR_in_04d_1	118	44425	47701	0.4641	0.4984
m_GR_in_04d_1	119	45638	48433	0.4768	0.506
m_GR_in_04d_1	120	47048	48571	0.4916	0.5075
m_GR_in_04d_1	121	47618	45478	0.4975	0.4752
m_GR_in_04d_1	122	47596	39564	0.4973	0.4134
m_GR_in_04d_1	123	48922	34620	0.5111	0.3617
m_GR_in_04d_1	124	49630	31752	0.5185	0.3317
m_GR_in_04d_1	125	50478	32356	0.5274	0.3381
m_GR_in_04d_1	126	51349	32654	0.5365	0.3412
m_GR_in_04d_1	127	52842	33377	0.5521	0.3487
m_GR_in_04d_1	128	55821	56339	0.5832	0.5886
m_GR_in_04d_1	129	56656	56575	0.5919	0.5911
m_GR_in_04d_1	130	57422	56876	0.5999	0.5942
m_GR_in_04d_1	131	59312	56957	0.6197	0.5951
m_GR_in_04d_1	132	60595	57127	0.6331	0.5969
m_GR_in_04d_1	133	60299	56412	0.63	0.5894
m_GR_in_04d_1	134	61314	57390	0.6406	0.5996
m_GR_in_04d_1	135	62611	58697	0.6542	0.6133
m_GR_in_04d_1	136	62728	58612	0.6554	0.6124
m_GR_in_04d_1	137	60225	59951	0.6292	0.6264
m_GR_in_04d_1	138	66377	66478	0.6935	0.6946
m_GR_in_04d_1	139	67521	67436	0.7055	0.7046
m_GR_in_04d_1	140	68472	68194	0.7154	0.7125
m_GR_in_04d_1	141	67078	67206	0.7008	0.7022
m_GR_in_04d_1	142	66818	66871	0.6981	0.6987
m_GR_in_04d_1	143	69073	69246	0.7217	0.7235
m_GR_in_04d_1	144	74248	74931	0.7757	0.7829
m_GR_in_04d_1	150	6447545	6441606	67.3636	67.3015
m_GR_in_04d_2	20	3213	3513	0.0412	0.045
m_GR_in_04d_2	21	4797	5867	0.0615	0.0752
m_GR_in_04d_2	22	6795	8962	0.0871	0.1149
m_GR_in_04d_2	23	9045	13069	0.116	0.1676
m_GR_in_04d_2	24	11149	16022	0.1429	0.2054
m_GR_in_04d_2	25	13724	19824	0.176	0.2542
m_GR_in_04d_2	26	16514	22685	0.2117	0.2909
m_GR_in_04d_2	27	19929	26641	0.2555	0.3416
m_GR_in_04d_2	28	24424	31138	0.3131	0.3992
m_GR_in_04d_2	29	30063	35206	0.3854	0.4514
m_GR_in_04d_2	30	33316	39209	0.4272	0.5027
m_GR_in_04d_2	31	39108	44664	0.5014	0.5727
m_GR_in_04d_2	32	42393	48055	0.5435	0.6161
m_GR_in_04d_2	33	42677	50375	0.5472	0.6459
m_GR_in_04d_2	34	44074	51445	0.5651	0.6596
m_GR_in_04d_2	35	44315	53142	0.5682	0.6814
m_GR_in_04d_2	36	47501	55355	0.609	0.7097
m_GR_in_04d_2	37	49301	56862	0.6321	0.729
m_GR_in_04d_2	38	51436	58674	0.6595	0.7523
m_GR_in_04d_2	39	53638	58005	0.6877	0.7437
m_GR_in_04d_2	40	55692	59551	0.714	0.7635
m_GR_in_04d_2	41	57353	59814	0.7353	0.7669
m_GR_in_04d_2	42	57970	60782	0.7433	0.7793
m_GR_in_04d_2	43	59121	62742	0.758	0.8044
m_GR_in_04d_2	44	58739	62265	0.7531	0.7983
m_GR_in_04d_2	45	58582	63200	0.7511	0.8103
m_GR_in_04d_2	46	58223	63775	0.7465	0.8177
m_GR_in_04d_2	47	57112	63541	0.7323	0.8147
m_GR_in_04d_2	48	58299	63467	0.7475	0.8137
m_GR_in_04d_2	49	59123	63943	0.758	0.8198
m_GR_in_04d_2	50	60519	63363	0.7759	0.8124
m_GR_in_04d_2	51	62468	63324	0.8009	0.8119
m_GR_in_04d_2	52	61773	63462	0.792	0.8137
m_GR_in_04d_2	53	62735	64523	0.8043	0.8273
m_GR_in_04d_2	54	61822	64148	0.7926	0.8225
m_GR_in_04d_2	55	61800	64134	0.7924	0.8223
m_GR_in_04d_2	56	60521	62791	0.776	0.8051
m_GR_in_04d_2	57	58650	62316	0.752	0.799
m_GR_in_04d_2	58	59960	62985	0.7688	0.8076
m_GR_in_04d_2	59	60406	62303	0.7745	0.7988
m_GR_in_04d_2	60	59923	64533	0.7683	0.8274
m_GR_in_04d_2	61	60098	62268	0.7705	0.7984
m_GR_in_04d_2	62	61009	61086	0.7822	0.7832
m_GR_in_04d_2	63	60718	61337	0.7785	0.7864
m_GR_in_04d_2	64	60934	61720	0.7813	0.7913
m_GR_in_04d_2	65	60583	61317	0.7768	0.7862
m_GR_in_04d_2	66	60114	60458	0.7707	0.7752
m_GR_in_04d_2	67	60025	65667	0.7696	0.8419
m_GR_in_04d_2	68	58433	60375	0.7492	0.7741
m_GR_in_04d_2	69	57316	61360	0.7349	0.7867
m_GR_in_04d_2	70	58064	59592	0.7445	0.764
m_GR_in_04d_2	71	58012	59161	0.7438	0.7585
m_GR_in_04d_2	72	58627	60703	0.7517	0.7783
m_GR_in_04d_2	73	58960	59990	0.7559	0.7692
m_GR_in_04d_2	74	58661	59502	0.7521	0.7629
m_GR_in_04d_2	75	58820	59768	0.7542	0.7663
m_GR_in_04d_2	76	58223	59340	0.7465	0.7608
m_GR_in_04d_2	77	58647	59379	0.7519	0.7613
m_GR_in_04d_2	78	57374	58235	0.7356	0.7467
m_GR_in_04d_2	79	57798	58275	0.741	0.7472
m_GR_in_04d_2	80	57253	58485	0.7341	0.7499
m_GR_in_04d_2	81	57111	58311	0.7322	0.7476
m_GR_in_04d_2	82	56027	57125	0.7183	0.7324
m_GR_in_04d_2	83	56354	57095	0.7225	0.732
m_GR_in_04d_2	84	56859	55587	0.729	0.7127
m_GR_in_04d_2	85	56709	56853	0.7271	0.7289
m_GR_in_04d_2	86	55369	56277	0.7099	0.7215
m_GR_in_04d_2	87	55440	55369	0.7108	0.7099
m_GR_in_04d_2	88	55746	55161	0.7147	0.7072
m_GR_in_04d_2	89	54143	54896	0.6942	0.7038
m_GR_in_04d_2	90	54405	54156	0.6975	0.6944
m_GR_in_04d_2	91	54545	53726	0.6993	0.6888
m_GR_in_04d_2	92	53022	54266	0.6798	0.6958
m_GR_in_04d_2	93	53323	53966	0.6837	0.6919
m_GR_in_04d_2	94	52740	53553	0.6762	0.6866
m_GR_in_04d_2	95	53106	53150	0.6809	0.6815
m_GR_in_04d_2	96	53112	52892	0.681	0.6781
m_GR_in_04d_2	97	53357	52516	0.6841	0.6733
m_GR_in_04d_2	98	52997	51989	0.6795	0.6666
m_GR_in_04d_2	99	51433	52337	0.6594	0.671
m_GR_in_04d_2	100	51688	51699	0.6627	0.6629
m_GR_in_04d_2	101	51257	52405	0.6572	0.6719
m_GR_in_04d_2	102	50926	51348	0.6529	0.6584
m_GR_in_04d_2	103	51283	52183	0.6575	0.6691
m_GR_in_04d_2	104	51335	50652	0.6582	0.6494
m_GR_in_04d_2	105	50172	50776	0.6433	0.651
m_GR_in_04d_2	106	51522	50488	0.6606	0.6473
m_GR_in_04d_2	107	50128	49708	0.6427	0.6373
m_GR_in_04d_2	108	50668	49991	0.6496	0.641
m_GR_in_04d_2	109	49576	48965	0.6356	0.6278
m_GR_in_04d_2	110	49024	46921	0.6286	0.6016
m_GR_in_04d_2	111	49590	42936	0.6358	0.5505
m_GR_in_04d_2	112	47155	37390	0.6046	0.4794
m_GR_in_04d_2	113	47568	32060	0.6099	0.4111
m_GR_in_04d_2	114	46178	29081	0.5921	0.3729
m_GR_in_04d_2	115	47555	28535	0.6097	0.3659
m_GR_in_04d_2	116	46071	28260	0.5907	0.3623
m_GR_in_04d_2	117	45758	28986	0.5867	0.3716
m_GR_in_04d_2	118	47357	46815	0.6072	0.6002
m_GR_in_04d_2	119	46349	46552	0.5943	0.5969
m_GR_in_04d_2	120	46515	44945	0.5964	0.5763
m_GR_in_04d_2	121	46106	42485	0.5911	0.5447
m_GR_in_04d_2	122	44382	35868	0.569	0.4599
m_GR_in_04d_2	123	44588	31127	0.5717	0.3991
m_GR_in_04d_2	124	44169	28660	0.5663	0.3675
m_GR_in_04d_2	125	44610	29113	0.572	0.3733
m_GR_in_04d_2	126	43656	27833	0.5597	0.3569
m_GR_in_04d_2	127	43498	27584	0.5577	0.3537
m_GR_in_04d_2	128	44092	43885	0.5653	0.5627
m_GR_in_04d_2	129	43612	43279	0.5592	0.5549
m_GR_in_04d_2	130	43650	42849	0.5597	0.5494
m_GR_in_04d_2	131	43853	42018	0.5623	0.5387
m_GR_in_04d_2	132	42510	39766	0.545	0.5099
m_GR_in_04d_2	133	42105	39468	0.5398	0.506
m_GR_in_04d_2	134	41557	39049	0.5328	0.5007
m_GR_in_04d_2	135	40815	38138	0.5233	0.489
m_GR_in_04d_2	136	40316	37671	0.5169	0.483
m_GR_in_04d_2	137	37931	37836	0.4863	0.4851
m_GR_in_04d_2	138	40457	40446	0.5187	0.5186
m_GR_in_04d_2	139	40670	40638	0.5214	0.521
m_GR_in_04d_2	140	39792	39616	0.5102	0.5079
m_GR_in_04d_2	141	37173	37198	0.4766	0.4769
m_GR_in_04d_2	142	36684	36708	0.4703	0.4706
m_GR_in_04d_2	143	35938	35931	0.4608	0.4607
m_GR_in_04d_2	144	37808	37957	0.4847	0.4867
m_GR_in_04d_2	150	1718180	1716760	22.0294	22.0112
m_GR_in_04d_3	20	331	429	0.0024	0.0031
m_GR_in_04d_3	21	613	744	0.0045	0.0054
m_GR_in_04d_3	22	995	1006	0.0073	0.0073
m_GR_in_04d_3	23	1009	1559	0.0074	0.0114
m_GR_in_04d_3	24	1390	1892	0.0101	0.0138
m_GR_in_04d_3	25	1513	2542	0.011	0.0185
m_GR_in_04d_3	26	2043	2968	0.0149	0.0216
m_GR_in_04d_3	27	2683	3489	0.0196	0.0254
m_GR_in_04d_3	28	3065	4131	0.0223	0.0301
m_GR_in_04d_3	29	3671	4646	0.0268	0.0339
m_GR_in_04d_3	30	4414	5168	0.0322	0.0377
m_GR_in_04d_3	31	5372	5931	0.0392	0.0432
m_GR_in_04d_3	32	5525	6318	0.0403	0.0461
m_GR_in_04d_3	33	5489	7279	0.04	0.0531
m_GR_in_04d_3	34	5981	7109	0.0436	0.0518
m_GR_in_04d_3	35	6310	7799	0.046	0.0568
m_GR_in_04d_3	36	7000	8245	0.051	0.0601
m_GR_in_04d_3	37	6906	8451	0.0503	0.0616
m_GR_in_04d_3	38	7768	8854	0.0566	0.0645
m_GR_in_04d_3	39	7792	8875	0.0568	0.0647
m_GR_in_04d_3	40	8625	9181	0.0629	0.0669
m_GR_in_04d_3	41	9053	9958	0.066	0.0726
m_GR_in_04d_3	42	9876	10490	0.072	0.0765
m_GR_in_04d_3	43	9409	10508	0.0686	0.0766
m_GR_in_04d_3	44	9785	11136	0.0713	0.0812
m_GR_in_04d_3	45	9534	11279	0.0695	0.0822
m_GR_in_04d_3	46	10125	11851	0.0738	0.0864
m_GR_in_04d_3	47	10194	11783	0.0743	0.0859
m_GR_in_04d_3	48	10500	12236	0.0765	0.0892
m_GR_in_04d_3	49	11035	12550	0.0804	0.0915
m_GR_in_04d_3	50	11732	13113	0.0855	0.0956
m_GR_in_04d_3	51	11999	12824	0.0875	0.0935
m_GR_in_04d_3	52	12224	13625	0.0891	0.0993
m_GR_in_04d_3	53	12328	13915	0.0899	0.1014
m_GR_in_04d_3	54	12875	14353	0.0938	0.1046
m_GR_in_04d_3	55	12925	14823	0.0942	0.108
m_GR_in_04d_3	56	13619	15184	0.0993	0.1107
m_GR_in_04d_3	57	13416	14717	0.0978	0.1073
m_GR_in_04d_3	58	13809	15817	0.1007	0.1153
m_GR_in_04d_3	59	14357	15940	0.1046	0.1162
m_GR_in_04d_3	60	14450	16747	0.1053	0.1221
m_GR_in_04d_3	61	15285	17023	0.1114	0.1241
m_GR_in_04d_3	62	15302	17328	0.1115	0.1263
m_GR_in_04d_3	63	16339	17764	0.1191	0.1295
m_GR_in_04d_3	64	16524	18233	0.1204	0.1329
m_GR_in_04d_3	65	17078	18789	0.1245	0.137
m_GR_in_04d_3	66	16803	18815	0.1225	0.1371
m_GR_in_04d_3	67	17262	21587	0.1258	0.1573
m_GR_in_04d_3	68	18316	20587	0.1335	0.1501
m_GR_in_04d_3	69	18267	21367	0.1331	0.1557
m_GR_in_04d_3	70	18415	21407	0.1342	0.156
m_GR_in_04d_3	71	18833	21168	0.1373	0.1543
m_GR_in_04d_3	72	19314	22570	0.1408	0.1645
m_GR_in_04d_3	73	20593	22772	0.1501	0.166
m_GR_in_04d_3	74	20852	22759	0.152	0.1659
m_GR_in_04d_3	75	21978	24268	0.1602	0.1769
m_GR_in_04d_3	76	21501	24958	0.1567	0.1819
m_GR_in_04d_3	77	22711	25223	0.1655	0.1839
m_GR_in_04d_3	78	22791	25910	0.1661	0.1889
m_GR_in_04d_3	79	23363	26178	0.1703	0.1908
m_GR_in_04d_3	80	23647	26307	0.1724	0.1918
m_GR_in_04d_3	81	24321	27634	0.1773	0.2014
m_GR_in_04d_3	82	24964	27909	0.182	0.2034
m_GR_in_04d_3	83	24963	28575	0.182	0.2083
m_GR_in_04d_3	84	26606	29411	0.1939	0.2144
m_GR_in_04d_3	85	26821	30668	0.1955	0.2235
m_GR_in_04d_3	86	27484	30051	0.2003	0.219
m_GR_in_04d_3	87	27581	31088	0.201	0.2266
m_GR_in_04d_3	88	28395	32443	0.207	0.2365
m_GR_in_04d_3	89	29279	32414	0.2134	0.2363
m_GR_in_04d_3	90	29716	33236	0.2166	0.2423
m_GR_in_04d_3	91	30855	33524	0.2249	0.2444
m_GR_in_04d_3	92	30650	34270	0.2234	0.2498
m_GR_in_04d_3	93	31581	35583	0.2302	0.2594
m_GR_in_04d_3	94	32880	36208	0.2397	0.2639
m_GR_in_04d_3	95	33837	37093	0.2466	0.2704
m_GR_in_04d_3	96	33601	38708	0.2449	0.2821
m_GR_in_04d_3	97	34249	39126	0.2496	0.2852
m_GR_in_04d_3	98	35544	39617	0.2591	0.2888
m_GR_in_04d_3	99	36642	40807	0.2671	0.2974
m_GR_in_04d_3	100	37069	41796	0.2702	0.3047
m_GR_in_04d_3	101	37864	43957	0.276	0.3204
m_GR_in_04d_3	102	39503	43487	0.2879	0.317
m_GR_in_04d_3	103	39914	45313	0.2909	0.3303
m_GR_in_04d_3	104	41062	45604	0.2993	0.3324
m_GR_in_04d_3	105	41664	47113	0.3037	0.3434
m_GR_in_04d_3	106	42806	48166	0.312	0.3511
m_GR_in_04d_3	107	43626	48637	0.318	0.3545
m_GR_in_04d_3	108	44591	49760	0.325	0.3627
m_GR_in_04d_3	109	46270	50828	0.3373	0.3705
m_GR_in_04d_3	110	47002	49094	0.3426	0.3578
m_GR_in_04d_3	111	47395	45617	0.3455	0.3325
m_GR_in_04d_3	112	47086	41616	0.3432	0.3033
m_GR_in_04d_3	113	47535	35703	0.3465	0.2602
m_GR_in_04d_3	114	48554	34062	0.3539	0.2483
m_GR_in_04d_3	115	50410	34033	0.3674	0.2481
m_GR_in_04d_3	116	50029	34459	0.3647	0.2512
m_GR_in_04d_3	117	52693	36460	0.3841	0.2658
m_GR_in_04d_3	118	54788	57831	0.3994	0.4215
m_GR_in_04d_3	119	56742	59391	0.4136	0.4329
m_GR_in_04d_3	120	57379	59306	0.4182	0.4323
m_GR_in_04d_3	121	56849	55725	0.4144	0.4062
m_GR_in_04d_3	122	57444	48321	0.4187	0.3522
m_GR_in_04d_3	123	59562	43155	0.4342	0.3146
m_GR_in_04d_3	124	60375	40642	0.4401	0.2962
m_GR_in_04d_3	125	61754	40298	0.4501	0.2937
m_GR_in_04d_3	126	62632	40739	0.4565	0.2969
m_GR_in_04d_3	127	64602	42108	0.4709	0.3069
m_GR_in_04d_3	128	67714	68324	0.4936	0.498
m_GR_in_04d_3	129	68510	68878	0.4994	0.5021
m_GR_in_04d_3	130	70201	69615	0.5117	0.5074
m_GR_in_04d_3	131	73861	70797	0.5384	0.516
m_GR_in_04d_3	132	72922	68752	0.5315	0.5011
m_GR_in_04d_3	133	73494	68983	0.5357	0.5028
m_GR_in_04d_3	134	75151	70706	0.5478	0.5154
m_GR_in_04d_3	135	76007	71293	0.554	0.5197
